hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
City Hotel,0,4,2016,September,40,25,2,0,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,118.58,0,1,Check-Out,2016-09-27,Jasmin Wall,Jasmin.Wall@comcast.net,569-915-6728,************4072
City Hotel,1,8,2016,February,8,19,0,2,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,135.0,0,4,Canceled,2016-02-18,Terry Castro,Terry_C@protonmail.com,683-752-5700,************1538
City Hotel,0,15,2015,September,37,9,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.0,1,1,Check-Out,2015-09-11,Janet Ferguson,Ferguson.Janet@aol.com,457-894-7555,************2355
City Hotel,0,59,2017,July,29,17,1,2,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.0,0,1,Check-Out,2017-07-20,Carlos Reed,CarlosReed@aol.com,943-516-2951,************2880
Resort Hotel,0,72,2016,February,6,6,2,1,2,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0,Check-Out,2016-02-09,David Cox,David.Cox@yahoo.com,887-313-4208,************5426
Resort Hotel,1,178,2016,October,43,22,2,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,70.75,0,0,Canceled,2016-06-20,Peter Jones,PeterJones@aol.com,135-651-7002,************4915
City Hotel,0,32,2016,July,28,8,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,1,0,2,A,D,0,No Deposit,9.0,,0,Transient,125.1,0,1,Check-Out,2016-07-10,Logan Roach,Logan_Roach@outlook.com,383-589-4976,************7411
City Hotel,0,54,2016,November,46,11,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.1,0,1,Check-Out,2016-11-15,Dennis Jackson,DJackson@xfinity.com,747-943-7410,************5562
City Hotel,1,38,2016,February,9,22,1,2,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,75.3,0,0,Canceled,2016-01-21,Adam Chang,Adam.Chang@mail.com,220-611-9417,************3028
Resort Hotel,0,31,2017,April,17,23,2,4,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient-Party,93.0,0,0,Check-Out,2017-04-29,Brandon Johnson,Brandon.J70@gmail.com,603-945-8551,************5501
Resort Hotel,1,201,2016,November,45,5,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11.0,,0,Transient,30.0,0,0,Canceled,2016-07-18,Adam Brandt,Adam_Brandt89@xfinity.com,645-355-2571,************4016
City Hotel,0,63,2017,March,11,17,1,2,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,0,Check-Out,2017-03-20,Shannon Ross,Shannon_R@yahoo.com,539-584-3388,************4180
Resort Hotel,1,10,2016,December,53,28,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,76.0,0,0,Canceled,2016-12-20,Michael Crawford Jr.,Jr..Michael39@yandex.com,799-958-8649,************9893
City Hotel,1,26,2016,June,24,8,0,1,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,,0,Transient-Party,120.0,0,0,Canceled,2016-06-02,Grant Perry,GPerry@hotmail.com,739-176-6253,************2826
Resort Hotel,0,0,2016,February,6,6,0,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,58.0,0,0,Check-Out,2016-02-07,Jennifer Ware,Jennifer.Ware@gmail.com,476-267-8424,************9490
City Hotel,1,119,2017,August,33,18,2,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,9.0,,0,Transient,195.0,0,0,Canceled,2017-05-13,Samantha Stein,Samantha.Stein@hotmail.com,270-401-2095,************7996
Resort Hotel,1,75,2015,August,33,10,1,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,,0,Transient,107.2,0,0,Canceled,2015-06-02,Brittany Keith DVM,BrittanyDVM@gmail.com,311-004-9578,************7351
City Hotel,0,39,2015,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Check-Out,2015-08-16,Tracey Mccarthy,TMccarthy46@yandex.com,937-541-3044,************3819
City Hotel,1,100,2017,April,16,22,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,105.0,0,0,Canceled,2017-01-12,Alexander Rogers,ARogers@att.com,392-655-8290,************7547
Resort Hotel,1,238,2017,February,6,10,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,155.0,,0,Transient,54.0,0,0,Canceled,2016-12-15,Russell Robbins,Robbins.Russell50@yahoo.com,877-423-5604,************7290
City Hotel,0,108,2016,March,13,23,2,5,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,B,B,1,No Deposit,14.0,,0,Transient-Party,75.99,0,1,Check-Out,2016-03-30,Nathan Peterson,Peterson_Nathan@comcast.net,518-263-3999,************3880
Resort Hotel,0,15,2015,November,45,6,2,7,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,334.0,281.0,0,Transient-Party,40.0,0,0,Check-Out,2015-11-15,Jessica Combs,JessicaCombs@aol.com,927-785-9223,************1596
City Hotel,0,224,2015,October,40,2,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,65.0,0,0,Check-Out,2015-10-05,Sarah Lewis,Lewis.Sarah@xfinity.com,877-720-5931,************3537
City Hotel,1,552,2017,January,2,12,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,59.0,0,0,Canceled,2015-10-21,Patrick Lopez,Patrick_Lopez61@mail.com,953-663-6097,************3979
City Hotel,1,151,2016,July,29,11,1,1,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient-Party,63.75,0,1,Canceled,2016-02-11,Cameron Peterson,Cameron_Peterson88@aol.com,480-924-4349,************8685
City Hotel,0,12,2016,October,43,21,0,2,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,180.0,0,1,Check-Out,2016-10-23,Sandra Walker,Walker_Sandra58@verizon.com,607-143-6788,************6883
Resort Hotel,0,110,2015,September,38,19,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,241.0,,0,Transient,65.1,0,0,Check-Out,2015-09-26,Colleen Schmidt,Colleen.Schmidt77@yandex.com,152-406-8071,************1916
City Hotel,1,28,2017,March,9,2,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,95.0,0,0,Canceled,2017-02-02,Matthew Bennett,Matthew_Bennett@comcast.net,903-004-2437,************4882
City Hotel,0,1,2016,May,19,2,1,0,2,1.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,9.0,,0,Transient,159.0,0,2,Check-Out,2016-05-03,Lisa Payne,Lisa_Payne@att.com,687-709-0782,************1071
City Hotel,0,185,2017,May,21,25,1,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,138.83,0,1,Check-Out,2017-05-29,Aaron Miller,Aaron_M@outlook.com,985-703-6613,************8719
Resort Hotel,1,193,2017,July,30,27,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.75,0,1,No-Show,2017-07-27,Krystal Thomas,Thomas_Krystal@aol.com,597-927-0066,************6879
City Hotel,1,212,2016,May,21,20,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,78.0,0,0,Canceled,2016-05-17,Colleen Bennett,Bennett_Colleen42@mail.com,171-991-5859,************9134
City Hotel,1,188,2016,August,33,13,1,1,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0,0,Canceled,2016-03-01,Timothy Smith,Smith.Timothy@zoho.com,506-848-0525,************3916
City Hotel,0,99,2017,March,13,31,1,2,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,110.4,0,2,Check-Out,2017-04-03,Justin Pollard,Pollard.Justin34@zoho.com,296-211-0184,************3921
City Hotel,0,82,2017,May,22,31,0,3,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,9.0,,0,Transient-Party,153.0,0,2,Check-Out,2017-06-03,Julie Swanson,Julie.Swanson@zoho.com,683-816-8557,************9181
City Hotel,0,97,2017,May,18,1,1,5,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,126.0,0,0,Check-Out,2017-05-07,Duane Keller,DKeller@hotmail.com,164-467-6977,************5738
City Hotel,1,192,2016,October,43,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,29.0,,0,Transient-Party,95.0,0,0,Canceled,2016-09-06,Andrew Ramos,Ramos_Andrew77@yahoo.com,171-209-5154,************5228
City Hotel,0,73,2017,July,28,10,1,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,80.1,0,0,Check-Out,2017-07-13,Chris Burns,Chris.B@verizon.com,988-871-7722,************5931
City Hotel,1,239,2015,October,42,17,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2015-08-17,Shannon Cook,Shannon.Cook@aol.com,189-443-6054,************5553
Resort Hotel,0,80,2015,July,28,6,3,8,1,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,73.0,0,0,Check-Out,2015-07-17,Mary Robinson,Robinson_Mary34@att.com,888-249-8421,************1563
City Hotel,0,5,2016,August,34,17,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.0,0,2,Check-Out,2016-08-18,James Thomas,James.T@comcast.net,434-991-2978,************2412
Resort Hotel,0,59,2015,December,49,5,2,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,240.0,,0,Transient,68.45,0,2,Check-Out,2015-12-08,Kyle Rodriguez,Rodriguez.Kyle@aol.com,732-263-5798,************8924
Resort Hotel,0,24,2016,November,47,19,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,,0,Transient,48.0,0,2,Check-Out,2016-11-23,Kimberly Davis MD,KMD@protonmail.com,167-798-2067,************1727
Resort Hotel,0,383,2016,October,41,6,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,315.0,,0,Transient-Party,56.0,1,0,Check-Out,2016-10-09,Christian Hopkins,Hopkins_Christian43@zoho.com,472-326-2155,************5767
City Hotel,0,123,2015,November,45,6,1,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2015-11-09,Sally Barber,SallyBarber@yandex.com,526-484-4308,************4049
City Hotel,1,156,2017,June,23,9,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0,Canceled,2017-04-17,Christopher Copeland,CCopeland69@yahoo.com,450-296-5152,************7419
Resort Hotel,0,0,2016,February,9,25,0,0,2,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,D,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2016-02-25,Vanessa Moore,VanessaMoore34@yandex.com,587-927-5807,************3080
Resort Hotel,0,100,2017,April,17,29,2,1,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,385.0,,0,Transient-Party,83.0,0,1,Check-Out,2017-05-02,Heather Lozano,Heather.Lozano90@aol.com,786-461-5813,************1198
Resort Hotel,1,151,2017,July,29,22,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,151.0,0,0,Canceled,2017-05-22,John Velez PhD,PhD_John54@gmail.com,389-459-0100,************8217
City Hotel,0,1,2015,November,46,10,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,,72.0,0,Transient,40.0,0,1,Check-Out,2015-11-12,Corey Maxwell,Maxwell_Corey27@xfinity.com,725-961-5246,************2537
City Hotel,1,68,2015,July,27,4,2,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,68.0,0,0,Canceled,2015-06-23,Matthew Weaver,Weaver.Matthew@yahoo.com,191-392-8132,************6307
City Hotel,1,70,2016,April,17,20,0,1,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,186.3,0,0,Canceled,2016-04-11,Shirley Hudson MD,MD_Shirley@yahoo.com,952-501-1371,************7759
City Hotel,0,1,2016,April,17,23,2,3,1,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0,1,Check-Out,2016-04-28,Ashley Ryan,Ashley_R@yandex.com,567-372-0608,************3567
City Hotel,0,122,2016,March,14,27,2,1,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,26.0,,0,Transient-Party,86.0,0,0,Check-Out,2016-03-30,Kevin Daniels,Kevin_D92@protonmail.com,969-076-4860,************1230
Resort Hotel,0,0,2016,January,3,11,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,26.0,0,0,Check-Out,2016-01-12,Alan Anderson,Alan.A@aol.com,138-838-9928,************3031
Resort Hotel,0,185,2016,April,17,18,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,C,0,No Deposit,298.0,,0,Transient-Party,87.0,0,0,Check-Out,2016-04-20,Christopher Griffin,Griffin_Christopher@mail.com,446-798-9120,************5287
Resort Hotel,0,47,2016,December,50,8,2,5,2,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,464.0,,0,Transient,64.0,0,0,Check-Out,2016-12-15,Patricia Smith,Smith.Patricia@outlook.com,742-165-3226,************9146
Resort Hotel,0,66,2015,November,47,19,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,,0,Transient,32.4,0,4,Check-Out,2015-11-23,Christopher Lucero,Christopher.L@hotmail.com,234-406-0373,************7899
City Hotel,0,91,2017,April,14,2,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,4,Check-Out,2017-04-06,Angela Greene,Angela.G@verizon.com,155-850-4780,************3156
Resort Hotel,0,5,2016,March,11,8,0,2,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,94.0,0,Transient,27.0,0,0,Check-Out,2016-03-10,Nicholas Bright,Nicholas_Bright@yandex.com,649-977-2546,************7184
City Hotel,0,167,2017,July,31,30,2,0,2,0.0,1,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,89.1,0,2,Check-Out,2017-08-01,Jasmine Horton,Jasmine_H@mail.com,647-853-8574,************2752
Resort Hotel,0,72,2016,May,20,12,1,3,3,0.0,0,BB,GBR,Direct,Direct,0,0,0,H,H,1,No Deposit,250.0,,0,Transient,160.0,0,0,Check-Out,2016-05-16,Emily Thompson,EmilyThompson59@yahoo.com,838-958-6169,************9012
Resort Hotel,0,252,2016,September,37,7,2,7,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,175.0,,0,Transient,77.38,0,0,Check-Out,2016-09-16,Jeanne Williams,Jeanne_Williams@yahoo.com,403-980-2471,************2345
City Hotel,0,3,2016,June,26,23,0,1,1,0.0,0,BB,SRB,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,34.0,,0,Transient-Party,95.0,0,0,Check-Out,2016-06-24,Katherine Richards,Katherine_R@verizon.com,184-447-8759,************9510
City Hotel,0,11,2016,February,7,13,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.0,0,1,Check-Out,2016-02-15,Miss Carol Walker,Miss_Walker@xfinity.com,961-072-1007,************9831
City Hotel,0,28,2016,December,49,1,1,3,1,0.0,0,BB,DEU,Corporate,TA/TO,0,0,0,A,G,14,No Deposit,,,0,Transient-Party,75.0,0,1,Check-Out,2016-12-05,Kathleen Ayala,Kathleen_Ayala@yandex.com,740-464-8979,************8903
City Hotel,1,379,2016,July,30,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,John Weber,John.Weber47@att.com,636-772-2428,************9706
City Hotel,0,50,2016,May,21,17,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.4,0,1,Check-Out,2016-05-20,Andrea Copeland,Andrea.C40@protonmail.com,449-679-8949,************2851
City Hotel,0,4,2016,December,51,16,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,0.0,0,1,Check-Out,2016-12-18,Dustin Cardenas,Dustin.C@att.com,794-181-8026,************9060
City Hotel,0,35,2015,November,48,26,0,3,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,85.5,0,2,Check-Out,2015-11-29,John Cameron,John.C@xfinity.com,542-967-6246,************9940
City Hotel,1,166,2016,November,45,1,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,110.0,0,0,Canceled,2016-07-13,David Jacobson,David_J@hotmail.com,721-462-4311,************5106
City Hotel,1,81,2016,October,42,15,2,4,1,2.0,0,BB,IND,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,190.8,0,0,Canceled,2016-09-01,David Reyes,David.Reyes@mail.com,139-387-2939,************3578
City Hotel,0,140,2017,April,17,28,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,119.0,,0,Transient-Party,130.0,0,1,Check-Out,2017-05-02,Jeffrey Woods,Jeffrey_Woods98@xfinity.com,290-092-1986,************8740
Resort Hotel,0,165,2017,August,34,20,4,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,172.4,0,1,Check-Out,2017-08-30,Robert Little,Robert.Little26@aol.com,968-660-7027,************1786
Resort Hotel,1,2,2016,March,14,30,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,,31.0,0,Transient,42.0,0,0,No-Show,2016-03-30,Brian Lucas,Brian_Lucas@hotmail.com,495-442-8843,************7604
Resort Hotel,0,0,2017,April,17,28,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,,,0,Transient,110.0,0,0,Check-Out,2017-04-29,Carrie Doyle,Doyle_Carrie35@protonmail.com,290-124-9141,************7430
City Hotel,1,158,2016,October,45,30,2,2,0,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,83.5,0,2,Canceled,2016-09-05,Michael Johnson,MJohnson35@zoho.com,750-073-0086,************5132
City Hotel,1,37,2017,April,17,24,1,2,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,224.0,0,0,Canceled,2017-03-18,Steven Young,Steven.Y@gmail.com,728-210-5347,************7346
Resort Hotel,0,12,2017,March,11,18,0,1,1,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,477.0,0,Transient-Party,60.0,0,0,Check-Out,2017-03-19,Janet Ross DDS,DDS.Janet34@protonmail.com,208-879-7549,************3864
Resort Hotel,0,542,2016,September,40,26,2,5,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,E,E,0,No Deposit,253.0,,0,Transient-Party,87.0,0,3,Check-Out,2016-10-03,Megan Hernandez,Hernandez_Megan@att.com,769-265-9403,************3975
Resort Hotel,1,243,2015,September,36,4,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,240.0,,0,Transient,99.0,0,1,Canceled,2015-08-31,Lindsay Taylor,Lindsay.Taylor@xfinity.com,619-865-0465,************3432
City Hotel,0,6,2016,April,17,22,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,7.0,,0,Transient,91.44,0,1,Check-Out,2016-04-27,Ana Lam MD,Ana_M@outlook.com,515-907-2338,************7697
Resort Hotel,0,190,2016,April,16,10,2,5,1,0.0,0,HB,GBR,Groups,Direct,0,0,0,A,A,0,No Deposit,273.0,,0,Transient-Party,47.9,0,0,Check-Out,2016-04-17,Tyler Williams,Williams.Tyler38@gmail.com,120-381-0582,************1142
Resort Hotel,0,1,2017,May,20,17,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,95.0,1,1,Check-Out,2017-05-18,Elizabeth Larsen,ELarsen@xfinity.com,692-882-9277,************4053
City Hotel,1,85,2016,September,39,22,1,3,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,220.73,0,0,Canceled,2016-07-27,Tina Price,Tina_Price@aol.com,250-065-4925,************2700
City Hotel,0,41,2016,March,12,13,2,1,2,0.0,0,BB,POL,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,193.0,0,Transient-Party,85.67,0,0,Check-Out,2016-03-16,Michelle Bauer,Bauer.Michelle@comcast.net,303-884-9013,************1223
City Hotel,0,14,2016,August,34,15,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,166.0,0,1,Check-Out,2016-08-17,Andrew Brown,Andrew_Brown@aol.com,775-113-1686,************4321
City Hotel,0,125,2017,August,32,9,0,4,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,112.5,0,2,Check-Out,2017-08-13,Gina Hunt,Gina_H@yandex.com,300-230-7491,************7814
City Hotel,1,29,2017,April,15,13,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,254.0,0,0,Canceled,2017-03-15,Jeffery Palmer,Jeffery_Palmer56@yahoo.com,874-118-9097,************5223
Resort Hotel,0,196,2017,July,29,19,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,152.5,0,2,Check-Out,2017-07-22,Robert Lyons,Robert.L@comcast.net,680-651-3983,************2755
City Hotel,0,2,2016,April,14,1,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7.0,,0,Transient,81.62,0,1,Check-Out,2016-04-02,Melinda Tanner MD,Melinda.M@yahoo.com,718-960-8254,************7410
City Hotel,0,36,2016,May,22,22,2,0,2,0.0,0,BB,IND,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,83.0,,0,Transient,130.32,0,0,Check-Out,2016-05-24,Mark Carter,Mark_C32@yahoo.com,719-837-3586,************6990
Resort Hotel,0,48,2015,September,40,30,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171.0,,0,Transient,52.73,0,0,Check-Out,2015-10-07,Sierra Aguilar,Sierra.A@xfinity.com,318-633-2394,************3363
Resort Hotel,0,113,2016,July,30,23,2,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,172.0,1,1,Check-Out,2016-07-28,Marc Hunter,Marc_H66@xfinity.com,661-872-2306,************5859
City Hotel,1,148,2017,May,18,4,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,171.0,,0,Transient,95.0,0,0,Canceled,2016-12-07,Donald Rodriguez,Donald.R14@outlook.com,200-263-0714,************8163
City Hotel,1,342,2017,June,23,6,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,229.0,,0,Transient-Party,90.0,0,1,Canceled,2017-05-14,Emily Leonard,Emily.L@hotmail.com,494-781-8927,************7547
City Hotel,0,198,2016,July,27,1,2,5,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.95,0,1,Check-Out,2016-07-08,Troy Ingram,Ingram.Troy74@gmail.com,933-532-4609,************5366
City Hotel,0,41,2017,June,25,18,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,128.0,0,0,Check-Out,2017-06-22,William Hardy,William.Hardy@yahoo.com,775-002-4210,************9652
City Hotel,0,219,2015,September,36,4,1,2,1,0.0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,76.67,0,0,Check-Out,2015-09-07,Sharon Martinez,SharonMartinez@att.com,122-481-6010,************2803
City Hotel,1,0,2016,August,34,18,0,1,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,158.0,0,0,Canceled,2016-08-18,Kevin Koch,Koch.Kevin@att.com,930-498-3581,************3258
Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68.0,,0,Transient,81.0,0,0,Canceled,2015-09-02,Linda Price,Price_Linda@hotmail.com,747-610-4718,************3991
Resort Hotel,0,265,2016,August,32,1,2,5,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,143.3,0,1,Check-Out,2016-08-08,Jared Rice,Rice.Jared@yandex.com,759-492-6619,************7462
